Law ID,ST,Law Class,Handguns or Long Guns,Effect,Type of Change,Year,Suicides,Homicides,Content,sentiment_score,sentiment_label,s_before,s_after,Sui_Diff,h_before,h_after,Hom_Diff,Num_Laws,State,universl,permit,HuntLic,GunsAmmo,BackChk,avg_own_est
MO1011,MO,castle doctrine,handgun and long gun,Permissive,Modify,2007,7.47,4.6, A person does not have a duty to retreat from a dwelling  residence  or vehicle where the person is not unlawfully entering or unlawfully remaining  ,0.9514637589454651,POSITIVE,7.85875,8.998181818181818,14.5,5.7318750000000005,6.735454545454545,17.5,8,Missouri,0.0,0.0,0.531210435,0.328454315,0.30469712,0.469239032
MO1016,MO,permit to purchase,handgun,Restrictive,Repeal,2007,7.47,4.6,Before a permit is issued  the sheriff shall make only such inquiries as he deems necessary into the accuracy of the statements made in the application  The sheriff may require that the applicant display a Missouri operator s license or other suitable identification  The sheriff shall issue the permit within a period not to exceed seven days after submission of the properly completed application excluding Saturdays  Sundays or legal holidays  The sheriff may refuse to issue the permit if he determines that any of the requirements specified in subsection   of this section have not been met  or if he has reason to believe that the applicant has rendered a false statement regarding any of the provisions in subsection   of this section  If the application is approved  the sheriff shall issue a permit and a copy thereof to the applicant ,0.9982989430427551,NEGATIVE,7.85875,8.998181818181818,14.5,5.7318750000000005,6.735454545454545,17.5,8,Missouri,0.0,0.0,0.531210435,0.328454315,0.30469712,0.469239032
MO1019,MO,minimum age,handgun,Permissive,Repeal,2007,7.47,4.6,Repealed ,0.9758800268173218,NEGATIVE,7.85875,8.998181818181818,14.5,5.7318750000000005,6.735454545454545,17.5,8,Missouri,0.0,0.0,0.531210435,0.328454315,0.30469712,0.469239032
MO1022,MO,open carry,handgun,Permissive,Implement,2012,8.71,5.38,In any jurisdiction in which the open carrying of firearms is prohibited by ordinance  the open carrying of firearms shall not be prohibited in accordance with the following    Any person with a valid concealed carry endorsement or permit who is open carrying a firearm shall be required to have a valid concealed carry endorsement or permit from this state  or a permit from another state that is recognized by this state  in his or her possession at all times ,0.9776597619056702,NEGATIVE,7.799047619047619,9.95,27.6,5.6642857142857155,7.678333333333334,35.6,1,Missouri,0.0,0.0,0.532493597,0.759524312,0.738838805,0.519972625
MO1025,MO,permit to purchase,handgun,Permissive,Repeal,2007,7.47,4.6,        Repealed L    S B          A,0.9697626829147339,NEGATIVE,7.85875,8.998181818181818,14.5,5.7318750000000005,6.735454545454545,17.5,8,Missouri,0.0,0.0,0.531210435,0.328454315,0.30469712,0.469239032
MO1039,MO,prohibited possessor,handgun and long gun,Restrictive,Implement,2008,6.87,6.23,   A person commits the offense of unlawful possession of a firearm if such person knowingly has any firearm in his or her possession and    is currently adjudged mentally incompetent ,0.996903121471405,NEGATIVE,7.8358823529411765,9.210999999999999,17.5,5.665294117647059,6.786,19.8,1,Missouri,0.0,0.0,0.529093557,0.40492517,0.601703984,0.489980671
MO1045,MO,registration,handgun,Permissive,Repeal,2007,7.47,4.6,        Repealed L    S B          A,0.9697626829147339,NEGATIVE,7.85875,8.998181818181818,14.5,5.7318750000000005,6.735454545454545,17.5,8,Missouri,0.0,0.0,0.531210435,0.328454315,0.30469712,0.469239032
MO1046,MO,background checks,handgun,Restrictive,Implement,1994,9.33,8.09,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,8.263333333333334,8.252916666666666,-0.1,7.916666666666667,5.773333333333333,-27.1,1,Missouri,1.0,1.0,0.434142415,0.059977046,,0.48918683
MO1047,MO,background checks,long gun,Restrictive,Implement,1998,7.66,5.12,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,8.518571428571429,8.245,-3.2,7.035714285714286,5.8015,-17.5,1,Missouri,1.0,1.0,0.439360757,0.251508571,,0.462148327
MO1053,MO,background checks,handgun,Permissive,Repeal,2007,7.47,4.6,        Repealed L    S B          A,0.9697626829147339,NEGATIVE,7.85875,8.998181818181818,14.5,5.7318750000000005,6.735454545454545,17.5,8,Missouri,0.0,0.0,0.531210435,0.328454315,0.30469712,0.469239032
MT1004,MT,carrying a concealed weapon (ccw),handgun,Permissive,Modify,1991,13.42,2.52,A county sheriff shall  within   days after the filing of an application  issue a permit to carry a concealed weapon to the applicant  The permit is valid for   years from the date of issuance  An applicant must be a United States citizen who is   years of age or older and who holds a valid Montana driver s license or other form of identification issued by the state that has a picture of the person identified  An applicant must have been a resident of the state for at least   months  Except as provided in subsection   ,0.9707692265510559,NEGATIVE,,13.463333333333331,,,1.8885185185185185,,1,Montana,0.0,0.0,0.761305127,2.199710055,,0.69440729
MT1006,MT,castle doctrine,handgun and long gun,Permissive,Modify,2009,12.81,2.41,Except as provided in        a person who is lawfully in a place or location and who is threatened with bodily injury or loss of life has no duty to retreat from a threat or summon law enforcement assistance prior to using force  The provisions of this section apply to a person offering evidence of justifiable use of force under               or       ,0.904396653175354,NEGATIVE,12.678888888888888,15.100000000000001,19.1,1.9961111111111112,1.6855555555555557,-15.6,1,Montana,0.0,0.0,0.953172044,2.434243877,2.430162701,0.597441652
MT1025,MT,prohibited possessor,handgun and long gun,Restrictive,Implement,1995,15.27,2.63,          Partners  means spouses  former spouses  persons who have a child in common  and persons who have been or are currently in a dating or ongoing intimate relationship ,0.8984265923500061,POSITIVE,12.9275,13.476086956521739,4.2,2.3075,1.8108695652173918,-21.5,3,Montana,0.0,0.0,0.905851713,2.070483098,,
MT1026,MT,prohibited possessor,handgun and long gun,Restrictive,Implement,1995,15.27,2.63,         An order of protection may include all of the relief listed in        when appropriate ,0.994345486164093,POSITIVE,12.9275,13.476086956521739,4.2,2.3075,1.8108695652173918,-21.5,3,Montana,0.0,0.0,0.905851713,2.070483098,,
MT1027,MT,prohibited possessor,handgun and long gun,Restrictive,Implement,1995,15.27,2.63,For the purposes of Title    chapter          through               and this section  the following definitions apply    Partners  means spouses  former spouses  persons who have a child in common  and persons who have been or are currently in a dating or ongoing intimate relationship ,0.9183279275894165,NEGATIVE,12.9275,13.476086956521739,4.2,2.3075,1.8108695652173918,-21.5,3,Montana,0.0,0.0,0.905851713,2.070483098,,
MT1033,MT,background checks,handgun,Restrictive,Implement,1994,13.81,2.09,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law,0.9986502528190613,NEGATIVE,12.633333333333333,13.550833333333335,7.3,2.3800000000000003,1.845,-22.5,2,Montana,0.0,0.0,0.908623922,2.095529524,,0.558806409
MT1034,MT,background checks,long gun,Restrictive,Implement,1998,11.08,1.58,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,13.504285714285714,13.565999999999997,0.5,2.497142857142857,1.7225000000000001,-31.0,2,Montana,0.0,0.0,0.812539086,2.047912348,,0.617781155
MT1040,MT,waiting period,handgun,Restrictive,Implement,1994,13.81,2.09,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless   the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,12.633333333333333,13.550833333333335,7.3,2.3800000000000003,1.845,-22.5,2,Montana,0.0,0.0,0.908623922,2.095529524,,0.558806409
MT1041,MT,waiting period,handgun,Permissive,Repeal,1998,11.08,1.58,Repealed ,0.9758800268173218,NEGATIVE,13.504285714285714,13.565999999999997,0.5,2.497142857142857,1.7225000000000001,-31.0,2,Montana,0.0,0.0,0.812539086,2.047912348,,0.617781155
NE1001,NE,background checks,handgun,Restrictive,Implement,1991,7.39,1.93,       Certificate  application  fee  Any person desiring to purchase  lease  rent  or receive transfer of a handgun shall apply with the chief of police or sheriff of the applicant s place of residence for a certificate  The application may be made in person or by mail  The application form and certificate shall be made on forms approved by the Superintendent of Law Enforcement and Public Safety  The application shall include the applicant s full name  address  date of birth  and country of citizenship  If the applicant is not a United States citizen  the application shall include the applicant s place of birth and his or her alien or admission number  If the application is made in person  the applicant shall also present a current Nebraska motor vehicle operator s license  state identification card  or military identification card  or if the application is made by mail  the application form shall describe the license or card used for identification and be notarized by a notary public who has verified the identification of the applicant through such a license or card  An applicant shall receive a certificate if he or she is twenty one years of age or older and is not prohibited from purchasing or possessing a handgun by   U S C     A fee of five dollars shall be charged for each application for a certificate to cover the cost of a criminal history record check ,0.9951255917549133,NEGATIVE,,6.084074074074074,,,2.0674074074074076,,6,Nebraska,0.0,1.0,0.453139402,0.23765754,,0.628525315
NE1003,NE,background checks,handgun,Restrictive,Implement,1991,7.39,1.93,Upon the receipt of an application for a certificate  the chief of police or sheriff shall issue a certificate or deny a certificate and furnish the applicant the specific reasons for the denial in writing  The chief of police or sheriff shall be permitted up to three days in which to conduct an investigation to determine whether the applicant is prohibited by law from purchasing or possessing a handgun ,0.9891719222068787,NEGATIVE,,6.084074074074074,,,2.0674074074074076,,6,Nebraska,0.0,1.0,0.453139402,0.23765754,,0.628525315
NE1006,NE,carrying a concealed weapon (ccw),handgun,Permissive,Modify,2007,4.91,2.49,Until        the permit to carry a concealed handgun shall be issued by the Nebraska State Patrol within five business days after completion of the applicant s criminal history record information check  if the applicant has complied with this section and has met all the requirements of section        Beginning        the permit to carry a concealed handgun shall be issued by the Nebraska State Patrol within forty five days after the date an application for the permit has been made by the applicant if the applicant has complied with this section and has met all the requirements of section     ,0.9740952253341675,NEGATIVE,6.270625,6.038181818181818,-3.7,1.904375,2.2536363636363634,18.3,1,Nebraska,0.0,1.0,0.440145899,0.324338147,-0.905982419,0.533507731
NE1009,NE,permit to purchase,handgun,Restrictive,Implement,1991,7.39,1.93,   Upon the receipt of an application for a certificate  the chief of police or sheriff shall issue a certificate or deny a certificate and furnish the applicant the specific reasons for the denial in writing  The chief of police or sheriff shall be permitted up to two days in which to conduct an investigation to determine whether the applicant is prohibited by law from purchasing or possessing a handgun  If the certificate or denial is mailed to the applicant  it shall be mailed to the applicant s address by first class mail within the two day period  If it is determined that the purchase or possession of a handgun by the applicant would be in violation of applicable federal  state  or local law  the chief of police or sheriff shall deny the certificate ,0.995789110660553,NEGATIVE,,6.084074074074074,,,2.0674074074074076,,6,Nebraska,0.0,1.0,0.453139402,0.23765754,,0.628525315
NE1012,NE,minimum age,handgun,Restrictive,Implement,1991,7.39,1.93,An applicant shall receive a certificate if he or she is twenty one years of age or older and is not prohibited from purchasing or possessing a handgun by   U S C     ,0.9080355167388916,NEGATIVE,,6.084074074074074,,,2.0674074074074076,,6,Nebraska,0.0,1.0,0.453139402,0.23765754,,0.628525315
NE1013,NE,minimum age,long gun,Restrictive,Implement,1994,6.51,2.04,  of section     ,0.922107458114624,POSITIVE,6.94,6.013749999999999,-13.3,2.1599999999999997,2.05125,-5.0,3,Nebraska,0.0,1.0,0.443129463,0.210396105,,
NE1020,NE,permit to purchase,handgun,Restrictive,Implement,1991,7.39,1.93,    Except as provided in this section and section       a person shall not purchase  lease  rent  or receive transfer of a handgun until he or she has obtained a certificate in accordance with section                                                                        Any person desiring to purchase  lease  rent  or receive transfer of a handgun shall apply with the chief of police or sheriff of the applicant s place of residence for a certificate  The application may be made in person or by mail  The application form and certificate shall be made on forms approved by the Superintendent of Law Enforcement and Public Safety  The application shall state the applicant s full name  social security number  address  and date of birth  If the application is made in person  the applicant shall also present a current Nebraska motor vehicle operator s license  state identification card  or military identification card  or if the application is made by mail  the application form shall describe the license or card used for identification and be notarized by a notary public who has verified the identification of the applicant through such a license or card  An applicant shall receive a certificate if he or she is twenty one years of age or older and is not prohibited from purchasing or possessing a handgun by   U S C     A fee of five dollars shall be charged for each application for a certificate to cover the cost of a criminal history record check      A certificate shall authorize the holder to acquire any number of handguns during the period that the certificate is valid  The certificate shall be valid throughout the state and shall become invalid three years after its effective date ,0.9984620809555054,NEGATIVE,,6.084074074074074,,,2.0674074074074076,,6,Nebraska,0.0,1.0,0.453139402,0.23765754,,0.628525315
NE1025,NE,minimum age,handgun,Restrictive,Modify,1994,6.51,2.04,  of section     ,0.922107458114624,POSITIVE,6.94,6.013749999999999,-13.3,2.1599999999999997,2.05125,-5.0,3,Nebraska,0.0,1.0,0.443129463,0.210396105,,
NE1027,NE,permit to purchase,handgun,Permissive,Modify,2006,5.71,1.71,The chief of police or sheriff shall be permitted up to three days in which to conduct an investigation to determine whether the applicant is prohibited by law from purchasing or possessing a handgun  If the certificate or denial is mailed to the applicant  it shall be mailed to the applicant s address by first class mail within the three day period  If it is determined that the purchase or possession of a handgun by the applicant would be in violation of applicable federal  state  or local law  the chief of police or sheriff shall deny the certificate ,0.9952821135520935,NEGATIVE,6.308000000000001,5.944166666666667,-5.8,1.9173333333333331,2.2733333333333334,18.6,1,Nebraska,0.0,1.0,0.442233245,0.329074387,-0.901400448,
NE1029,NE,prohibited possessor,handgun and long gun,Restrictive,Implement,2012,6.16,2.6,Any victim of domestic abuse may file a petition and affidavit for a protection order as provided in subsections   Enjoining the respondent from possessing or purchasing a firearm as defined in section      or  ,0.9796321988105774,NEGATIVE,6.059523809523809,6.375,5.2,2.007142857142857,2.1666666666666665,7.9,2,Nebraska,0.0,1.0,0.455469883,0.396867095,-1.21493856,0.46681557300000004
NE1030,NE,prohibited possessor,handgun and long gun,Restrictive,Implement,2012,6.16,2.6,Family or household members includes spouses or former spouses  children  persons who are presently residing together or who have resided together in the past  persons who have a child in common whether or not they have been married or have lived together at any time  other persons related by consanguinity or affinity  and persons who are presently involved in a dating relationship with each other or who have been involved in a dating relationship with each other  For purposes of this subdivision  dating relationship means frequent  intimate associations primarily characterized by the expectation of affectional or sexual involvement  but does not include a casual relationship or an ordinary association between persons in a business or social context  and,0.9693970084190369,NEGATIVE,6.059523809523809,6.375,5.2,2.007142857142857,2.1666666666666665,7.9,2,Nebraska,0.0,1.0,0.455469883,0.396867095,-1.21493856,0.46681557300000004
NE1036,NE,background checks,handgun,Restrictive,Implement,1994,6.51,2.04,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,6.94,6.013749999999999,-13.3,2.1599999999999997,2.05125,-5.0,3,Nebraska,0.0,1.0,0.443129463,0.210396105,,
NE1037,NE,background checks,long gun,Restrictive,Implement,1998,6.82,1.95,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,6.675714285714285,5.905499999999999,-11.5,2.177142857142857,2.028000000000001,-6.9,1,Nebraska,0.0,1.0,0.454030268,0.252126413,,
NE1044,NE,background checks,handgun,Restrictive,Implement,1991,7.39,1.93,       Certificate  application  fee  Any person desiring to purchase  lease  rent  or receive transfer of a handgun shall apply with the chief of police or sheriff of the applicant s place of residence for a certificate  The application may be made in person or by mail  The application form and certificate shall be made on forms approved by the Superintendent of Law Enforcement and Public Safety  The application shall include the applicant s full name  address  date of birth  and country of citizenship  If the applicant is not a United States citizen  the application shall include the applicant s place of birth and his or her alien or admission number  If the application is made in person  the applicant shall also present a current Nebraska motor vehicle operator s license  state identification card  or military identification card  or if the application is made by mail  the application form shall describe the license or card used for identification and be notarized by a notary public who has verified the identification of the applicant through such a license or card  An applicant shall receive a certificate if he or she is twenty one years of age or older and is not prohibited from purchasing or possessing a handgun by   U S C     A fee of five dollars shall be charged for each application for a certificate to cover the cost of a criminal history record check ,0.9951255917549133,NEGATIVE,,6.084074074074074,,,2.0674074074074076,,6,Nebraska,0.0,1.0,0.453139402,0.23765754,,0.628525315
NV1001,NV,background checks,long gun,Restrictive,Implement,2020,,, Except as otherwise provided in section   of this act  an unlicensed person shall not sell or transfer a firearm to another unlicensed person unless a licensed dealer first conducts a background check on the buyer or transferee in compliance with this section ,0.978674054145813,NEGATIVE,12.21642857142857,,,5.145357142857142,,,2,,,,,,,
NV1005,NV,carrying a concealed weapon (ccw),handgun,Permissive,Modify,1995,17.12,6.8,   Upon receipt by a sheriff of an application for a permit  including an application for the renewal of a permit pursuant to NRS      the sheriff shall conduct an investigation of the applicant to determine if the applicant is eligible for a permit  In conducting the investigation  the sheriff shall forward a complete set of the applicant s fingerprints to the Central Repository for Nevada Records of Criminal History for submission to the Federal Bureau of Investigation for its report concerning the criminal history of the applicant  The investigation also must include a report from the National Instant Criminal Background Check System  The sheriff shall issue a permit to the applicant unless the applicant is not qualified to possess a handgun pursuant to state or federal law or is not otherwise qualified to obtain a permit pursuant to NRS     to      inclusive  or the regulations adopted pursuant thereto ,0.9936864972114563,NEGATIVE,16.6125,11.238695652173913,-32.3,6.96,4.757826086956522,-31.6,3,Nevada,0.0,0.0,0.232570696,1.178307525,,
NV1007,NV,castle doctrine,handgun and long gun,Permissive,Modify,2011,9.68,3.18,A person is not required to retreat before using deadly force as provided in subsection   if the person    Is not actively engaged in conduct in furtherance of criminal activity at the time deadly force is used ,0.9837357401847839,POSITIVE,12.996500000000001,10.349999999999998,-20.4,5.5165,4.365714285714286,-20.9,1,Nevada,0.0,0.0,0.197623029,0.201225969,-0.267210405,0.308443177
NV1009,NV,child access laws,handgun and long gun,Restrictive,Implement,1991,17.46,7.15,   A minor under the age of   years shall not handle or have in his possession or under his control  except while accompanied by or under the immediate charge of an adult person  any firearm of any kind for hunting or target practice or for other purposes     Every person violating any of the provisions of subsection    or aiding or knowingly permitting any such minor to violate the subsection is guilty of a misdemeanor     In determining the appropriate penalty for a violation of subsection    the court shall consider as an aggravating factor  if applicable  whether the defendant left a loaded firearm within reach of or easily accessible to a minor who used the firearm to inflict injury or death upon himself or another person  unless    The minor gained possession of the firearm from a member of the military or a law enforcement officer  while the member or officer was performing his official duties ,0.996019184589386,NEGATIVE,,12.02222222222222,,,5.071111111111112,,1,Nevada,0.0,0.0,0.269511031,1.203719412,,0.673052528
NV1012,NV,minimum age,long gun,Restrictive,Modify,1995,17.12,6.8,Except as otherwise provided in this section  a child under the age of   years shall not handle or have in his or her possession or under his or her control  except while accompanied by or under the immediate charge of his or her parent or guardian or an adult person authorized by his or her parent or guardian to have control or custody of the child  any firearm of any kind for hunting or target practice or for other purposes  A child who violates this subsection commits a delinquent act and the court may order the detention of the child in the same manner as if the child had committed an act that would have been a felony if committed by an adult ,0.9958048462867737,NEGATIVE,16.6125,11.238695652173913,-32.3,6.96,4.757826086956522,-31.6,3,Nevada,0.0,0.0,0.232570696,1.178307525,,
NV1017,NV,background checks,handgun,Restrictive,Implement,1997,15.57,6.13,      Private person authorized to obtain background check on person who wishes to obtain firearm  no fee to be charged for background check  immunity from civil liability     A private person who wishes to transfer a firearm to another person may  before transferring the firearm  request that the Central Repository for Nevada Records of Criminal History perform a background check on the person who wishes to acquire the firearm     The person who requests the information pursuant to subsection   shall provide the Central Repository with identifying information about the person who wishes to acquire the firearm     Upon receiving a request from a private person pursuant to subsection   and the identifying information required pursuant to subsection    the Central Repository shall within   business days after receiving the request         Notify the person who requests the information whether the information available to the Central Repository indicates that the receipt of a firearm by the person who wishes to acquire the firearm would violate a state or federal law     If the person who requests the information does not receive notification from the Central Repository regarding the request within   business days after making the request  the person may presume that the receipt of a firearm by the person who wishes to acquire the firearm would not violate a state or federal law     The Central Repository may not charge a fee for performing a background check and notifying a person of the results of the background check pursuant to this section     A private person who transfers a firearm to another person is immune from civil liability for failing to request a background check pursuant to this section or for any act or omission relating to a background check requested pursuant to this section if the act or omission was taken in good faith and without malicious intent     The Director of the Department of Public Safety may request an allocation from the Contingency Account pursuant to NRS          and     to cover the costs incurred by the Department to carry out the provisions of subsection      Ch          p        Ch          p    ,0.9962422847747803,NEGATIVE,16.158333333333335,10.930476190476188,-32.4,7.003333333333334,4.567619047619047,-34.8,2,Nevada,0.0,0.0,0.21642165,0.796678382,,0.544995377
NV1019,NV,background checks,handgun,Restrictive,Implement,2020,,,An unlicensed person shall not sell or transfer a firearm to another unlicensed person unless a licensed dealer first conducts a background check on the buyer or transferee in compliance with this section ,0.9879738092422485,NEGATIVE,12.21642857142857,,,5.145357142857142,,,2,,,,,,,
NV1023,NV,minimum age,handgun,Restrictive,Modify,1995,17.12,6.8,Except as otherwise provided in this section  a child under the age of   years shall not handle or have in his or her possession or under his or her control  except while accompanied by or under the immediate charge of his or her parent or guardian or an adult person authorized by his or her parent or guardian to have control or custody of the child  any firearm of any kind for hunting or target practice or for other purposes  A child who violates this subsection commits a delinquent act and the court may order the detention of the child in the same manner as if the child had committed an act that would have been a felony if committed by an adult ,0.9958048462867737,NEGATIVE,16.6125,11.238695652173913,-32.3,6.96,4.757826086956522,-31.6,3,Nevada,0.0,0.0,0.232570696,1.178307525,,
NV1024,NV,prohibited possessor,handgun and long gun,Restrictive,Implement,2003,11.43,5.03,A person shall not own or have in his possession or under his custody or control any firearm if he    Has been adjudicated as mentally ill or has been committed to any mental health facility by a court of this State  any other state or the United States,0.9977364540100098,NEGATIVE,14.489166666666668,10.450666666666669,-27.9,6.199166666666667,4.3100000000000005,-30.5,2,Nevada,0.0,0.0,0.183724211,0.213118946,-0.569634087,0.377492819
NV1025,NV,prohibited possessor,handgun and long gun,Restrictive,Implement,2003,11.43,5.03,A person shall not own or have in his possession or under his custody or control any firearm if he    Has been adjudicated as mentally ill or has been committed to any mental health facility by a court of this State  any other state or the United States,0.9977364540100098,NEGATIVE,14.489166666666668,10.450666666666669,-27.9,6.199166666666667,4.3100000000000005,-30.5,2,Nevada,0.0,0.0,0.183724211,0.213118946,-0.569634087,0.377492819
NV1026,NV,prohibited possessor,handgun and long gun,Restrictive,Implement,2007,10.34,5.03,        A court may include in an extended order issued pursuant to NRS        The employer will provide for the storage of any such firearm during any period when the adverse party is not working           Domestic violence occurs when a person commits one of the following acts against or upon the person s spouse or former spouse  any other person to whom the person is related by blood or marriage  any other person with whom the person has had or is having a dating relationship  any other person with whom the person has a child in common  the minor child of any of those persons  the person s minor child or any other person who has been appointed the custodian or legal guardian for the person s minor child ,0.9817835688591003,NEGATIVE,13.578125,10.406363636363634,-23.4,5.908125,4.046363636363637,-31.5,1,Nevada,0.0,0.0,0.20001261,0.307176613,-0.584598649,0.44650103
NV1027,NV,prohibited possessor,handgun and long gun,Restrictive,Implement,2015,9.48,4.49,A person shall not own or have in his possession or under his custody or control any firearm if he   Has been acquitted by reason of insanity in a court of this State  any other state or the United States  or,0.9972764849662781,NEGATIVE,12.484166666666667,10.986666666666666,-12.0,5.141249999999999,5.396666666666667,5.0,1,Nevada,0.0,0.0,0.202738498,0.166582876,-0.712498778,0.400815285
NV1031,NV,background checks,long gun,Restrictive,Implement,1997,15.57,6.13,      Private person authorized to obtain background check on person who wishes to obtain firearm  no fee to be charged for background check  immunity from civil liability     A private person who wishes to transfer a firearm to another person may  before transferring the firearm  request that the Central Repository for Nevada Records of Criminal History perform a background check on the person who wishes to acquire the firearm     The person who requests the information pursuant to subsection   shall provide the Central Repository with identifying information about the person who wishes to acquire the firearm     Upon receiving a request from a private person pursuant to subsection   and the identifying information required pursuant to subsection    the Central Repository shall within   business days after receiving the request         Notify the person who requests the information whether the information available to the Central Repository indicates that the receipt of a firearm by the person who wishes to acquire the firearm would violate a state or federal law     If the person who requests the information does not receive notification from the Central Repository regarding the request within   business days after making the request  the person may presume that the receipt of a firearm by the person who wishes to acquire the firearm would not violate a state or federal law     The Central Repository may not charge a fee for performing a background check and notifying a person of the results of the background check pursuant to this section     A private person who transfers a firearm to another person is immune from civil liability for failing to request a background check pursuant to this section or for any act or omission relating to a background check requested pursuant to this section if the act or omission was taken in good faith and without malicious intent     The Director of the Department of Public Safety may request an allocation from the Contingency Account pursuant to NRS          and     to cover the costs incurred by the Department to carry out the provisions of subsection      Ch          p        Ch          p    ,0.9962422847747803,NEGATIVE,16.158333333333335,10.930476190476188,-32.4,7.003333333333334,4.567619047619047,-34.8,2,Nevada,0.0,0.0,0.21642165,0.796678382,,0.544995377
NV1034,NV,background checks,handgun,Restrictive,Implement,1994,15.04,7.19,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,17.136666666666667,11.48375,-33.0,6.883333333333333,4.8429166666666665,-29.6,1,Nevada,0.0,0.0,0.226080058,1.208158532,,
NV1035,NV,background checks,long gun,Restrictive,Implement,1998,13.26,6.26,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,16.074285714285715,10.814,-32.7,6.878571428571429,4.483,-34.8,1,Nevada,0.0,0.0,0.221137963,0.901564903,,
NV1051,NV,prohibited possessor,handgun and long gun,Restrictive,Implement,2019,,,Sec   Family or household member  means  with respect to an adverse party  any    Person  who  is  currently  in  a  dating  or  ongoing  intimate relationship with the adverse party  Sec       A  law  enforcement  officer  who has  probable cause  to believe  that a  person  poses  a  risk  of  causing  personal injury  to  himself  or herself  or  another  person  by  possessing  or having  under  his  or  her  custody  or  control  or  by  purchasing  or otherwise acquiring any firearm may file averified application for an ex parte or extendedorder    A  family  or  household  member  who  reasonably  believes that a person poses a risk of causing personal injury to himself or herself or another person by possessing or having under his or her custody  or  control  or  by  purchasing  or  otherwise  acquiring  any firearm may file a verified application for an ex parte or extended order ,0.9920640587806702,NEGATIVE,12.21642857142857,,,5.145357142857142,,,2,,,,,,,
NV1052,NV,prohibited possessor,handgun and long gun,Restrictive,Implement,2019,,,Sec   Family or household member  means  with respect to an adverse party  any    Person  who  is  currently  in  a  dating  or  ongoing  intimate relationship with the adverse party  Sec       A  law  enforcement  officer  who has  probable cause  to believe  that a  person  poses  a  risk  of  causing  personal injury  to  himself  or herself  or  another  person  by  possessing  or having  under  his  or  her  custody  or  control  or  by  purchasing  or otherwise acquiring any firearm may file averified application for an ex parte or extendedorder    A  family  or  household  member  who  reasonably  believes that a person poses a risk of causing personal injury to himself or herself or another person by possessing or having under his or her custody  or  control  or  by  purchasing  or  otherwise  acquiring  any firearm may file a verified application for an ex parte or extended order ,0.9920640587806702,NEGATIVE,12.21642857142857,,,5.145357142857142,,,2,,,,,,,
NH1002,NH,background checks,handgun,Restrictive,Implement,1995,7.23,0.59,No importer  manufacturer  or dealer licensed pursuant to   U S C    shall sell  transfer or deliver from his business inventory at his licensed premises any handgun to another person  other than a licensed importer  licensed manufacturer  licensed dealer  or licensed collector  until he has      Requested  by means of a single premium telephone call in service for each potential buyer or transferee  that the department conduct a criminal history record check and protective order check ,0.996802806854248,NEGATIVE,6.802499999999999,6.37217391304348,-6.3,1.2774999999999999,0.7312500000000001,-42.8,3,New Hampshire,0.0,0.0,0.329018931,-0.36563993,,
